Product ID,Store ID,Price,Sales Quantity,Month,Weekday,Is_Weekend,Is_EndOfMonth,Promotions_No,Promotions_Yes,Seasonality Factors_Festival,Seasonality Factors_Holiday,Seasonality Factors_Missing,External Factors_Competitor Pricing,External Factors_Economic Indicator,External Factors_Missing,External Factors_Weather,Demand Trend_Decreasing,Demand Trend_Increasing,Demand Trend_Stable,Customer Segments_Budget,Customer Segments_Premium,Customer Segments_Regular,Store_Avg_Sales,Product_Avg_Sales,Prediction,Lower,Upper,Alert,Month_Name
9705,85,81.86,350,9,6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,243.6946564885496,263.5,231.97688990113795,13.21185918941373,450.74192061286215,-,Sep
4093,84,68.09,266,5,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,266.5595238095238,213.0,242.4382814934405,65.74725745659492,419.1293055302861,-,May
1558,99,77.98,404,8,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,262.8785046728972,291.0,324.63348126113635,105.17537438039818,544.0915881418746,-,Aug
4731,63,20.35,438,12,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,264.1758241758242,259.6,339.833552232472,90.99631999983629,588.6707844651078,-,Dec
4428,66,72.16,305,7,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,248.78504672897196,330.3333333333333,316.8385217790576,240.31172010238856,393.36532345572664,-,Jul
3547,72,26.51,429,5,5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,268.20952380952383,298.75,340.80895594477835,194.56512073769454,487.05279115186215,-,May
5950,32,79.62,165,6,6,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,238.61052631578949,179.5,155.45823389431172,62.01316003057728,248.90330775804614,-,Jun
3009,52,41.55,276,10,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,262.55172413793105,276.0,310.44946107181136,123.37841106729209,497.52051107633065,-,Oct
3267,22,8.29,103,2,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,243.97938144329896,196.5,160.25742054144558,0.0,328.8368089317952,-,Feb
4916,31,98.26,161,12,5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,258.86725663716817,99.0,145.52030785296574,59.57156016332195,231.46905554260954,-,Dec
9745,52,82.21,309,2,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,262.55172413793105,189.0,250.28706475890968,90.6255651449103,409.94856437290906,-,Feb
3613,33,82.1,349,1,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,242.02727272727273,349.0,354.15245191544955,215.82231626598164,492.4825875649175,-,Jan
9452,51,21.14,350,6,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,248.61818181818182,293.3333333333333,321.16449151589705,212.73737809090085,429.59160494089326,-,Jun
5882,74,69.09,129,6,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,239.36470588235295,129.0,137.53883277337783,45.31924045393983,229.75842509281586,-,Jun
6467,29,31.51,422,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,250.38392857142858,282.5,320.4940514206294,92.94433683001373,548.043766011245,-,Jan
4353,63,40.25,67,3,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,264.1758241758242,215.0,159.17066355026142,0.0,333.03258962979595,-,Mar
7444,90,15.45,226,10,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,247.02912621359224,226.0,232.20175666978975,128.98433300298228,335.4191803365972,-,Oct
2696,42,90.88,354,2,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,254.96363636363637,184.75,260.23288847696637,46.1546758230364,474.3111011308963,-,Feb
1594,66,32.88,402,6,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,248.78504672897196,403.0,403.7929027812058,366.80154049012845,440.7842650722831,Hot product,Jun
8555,12,46.4,44,5,5,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,236.44642857142858,97.0,82.88202753424594,7.025380642635554,158.73867442585632,-,May
1566,37,83.09,194,10,6,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,238.40697674418604,186.0,179.92845589048974,46.413217973911884,313.4436938070676,-,Oct
2400,75,49.52,457,9,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,241.16666666666666,280.5,365.9113635114504,182.2763525760488,549.546374446852,-,Sep
3319,98,98.15,472,6,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,236.21698113207546,397.0,447.27778697180014,355.0746506154858,539.4809233281145,Hot product,Jun
7861,8,65.23,226,1,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,241.20192307692307,311.0,268.791089278712,128.95022704791597,408.631951509508,-,Jan
4592,4,58.81,143,4,6,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,274.06363636363636,127.0,135.780210087768,30.355188490948976,241.20523168458703,-,Apr
4251,52,8.02,153,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,262.55172413793105,296.0,234.96757726114305,57.306832890511856,412.62832163177427,-,Mar
4395,49,48.8,348,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,253.73,292.5,317.14002094704875,216.10107204674216,418.17896984735535,-,Mar
7869,91,84.54,114,7,6,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,251.35294117647058,140.75,126.45664086771355,25.580441532387766,227.33284020303932,-,Jul
5694,19,26.03,44,5,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,247.2,137.25,83.41724861799133,0.0,193.43269480150727,-,May
8972,70,6.7,378,8,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,267.3611111111111,378.0,374.9968687289495,316.79146313360707,433.2022743242919,-,Aug
7957,79,92.11,274,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,246.81052631578947,151.5,198.46329606071112,35.97301497708281,360.9535771443394,-,Jun
4975,52,38.99,205,6,6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,262.55172413793105,231.0,232.4528800005375,97.23424675204606,367.671513249029,-,Jun
9305,3,95.94,76,2,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,254.64356435643563,193.66666666666666,128.07151294379545,0.0,321.17938160213146,-,Feb
5373,89,77.79,44,5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,249.94117647058823,44.0,44.11854853430863,27.019119664592843,61.21797740402442,-,May
7425,30,82.61,113,8,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,261.0989010989011,241.25,273.9891422795965,78.31088767073453,469.6673968884584,-,Aug
6686,11,96.87,12,6,6,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,262.46153846153845,12.0,11.84,8.032148238179433,15.647851761820567,-,Jun
7302,54,21.36,307,6,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,274.54,334.5,361.5005239056931,190.93440067429347,532.0666471370928,-,Jun
9597,70,40.34,274,6,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,267.3611111111111,274.0,294.01973718329884,163.10460513954757,424.9348692270501,-,Jun
8577,63,9.76,421,10,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,264.1758241758242,421.0,417.88099205227707,378.8012558669228,456.9607282376313,Hot product,Oct
6101,67,65.37,219,11,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,246.82828282828282,252.5,252.06488138832782,138.45875948198335,365.6710032946723,-,Nov
7419,49,23.88,239,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,253.73,239.0,235.36285799219854,83.45016719797894,387.27554878641814,-,Jun
1437,29,53.92,399,11,3,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,250.38392857142858,197.33333333333334,321.63090305889136,125.13780923229837,518.1239968854843,-,Nov
7156,28,6.35,100,8,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,229.83898305084745,100.0,88.89198489794857,0.0,205.92130490064355,-,Aug
2388,45,73.48,94,7,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,254.4742268041237,94.0,94.43519930495432,27.668579669605904,161.20181894030276,-,Jul
7648,39,59.54,193,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,248.6637168141593,256.5,248.36938790314903,76.09866493641508,420.64011086988296,-,Jun
7126,12,11.76,325,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,236.44642857142858,215.5,259.78812971014315,70.39805152577418,449.1782078945121,-,Jan
4977,95,83.66,458,7,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,243.68269230769232,470.0,467.0188333333333,441.04009876785454,492.99756789881206,Hot product,Jul
9172,43,57.93,498,6,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,218.46218487394958,284.0,382.0673858586498,127.84352920257561,636.291242514724,-,Jun
3973,54,35.17,273,10,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,274.54,273.0,289.8705080170585,140.89105528400492,438.84996075011213,-,Oct
6853,88,35.79,430,7,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,252.91071428571428,430.0,434.76480991565904,397.6398253112677,471.8897945200504,Hot product,Jul
3550,3,61.07,115,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,254.64356435643563,115.0,116.7816729128083,59.18961335955843,174.3737324660582,-,Mar
9977,93,21.53,8,4,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,295.7692307692308,128.0,55.4451872909699,0.0,216.70063622440583,-,Apr
3685,40,14.4,293,6,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,239.82203389830508,216.66666666666666,243.29664764415375,123.23886577146693,363.3544295168406,-,Jun
9326,15,25.39,77,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,250.75531914893617,135.66666666666666,118.04275739507004,0.0,253.93283041650864,-,Jan
2417,96,49.3,2,2,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,291.23853211009174,219.0,122.73949144102086,0.0,440.93737922296066,-,Feb
8654,5,21.34,347,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,231.74257425742573,347.0,322.2746333592836,177.43566910783184,467.1135976107354,-,Mar
8476,76,67.93,414,11,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,245.84883720930233,414.0,413.0545202677012,373.404449064218,452.7045914711844,Hot product,Nov
6424,32,15.24,57,5,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,238.61052631578949,57.0,58.571658612103846,36.1521760521597,80.99114117204799,-,May
2195,2,12.52,33,6,5,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,257.39252336448595,154.33333333333334,86.78574317711275,0.0,271.80664710114024,-,Jun
9076,55,52.52,162,11,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,239.11494252873564,155.5,158.19224383399336,38.30549722554933,278.0789904424374,-,Nov
5670,92,64.34,129,2,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,243.01030927835052,292.8,255.08452863077517,37.54890372111916,472.62015354043115,-,Feb
7641,12,83.53,8,5,5,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,236.44642857142858,181.75,69.01346563133085,0.0,239.3711004062505,-,May
8289,24,24.93,338,8,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,273.70212765957444,338.0,381.37361146651114,213.44450100524406,549.3027219277782,-,Aug
9138,48,63.34,163,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,288.4157303370786,192.0,189.90079777061067,61.065457938125434,318.7361376030959,-,May
7130,2,59.8,164,11,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,257.39252336448595,164.0,185.81293226516075,43.04881839684958,328.5770461334719,-,Nov
8878,80,99.64,484,5,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,235.48888888888888,301.0,404.13016396384614,168.94892660646212,639.3114013212302,Hot product,May
2015,3,37.84,480,10,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,254.64356435643563,399.0,440.7521272893773,341.25733012276805,540.2469244559866,Hot product,Oct
2820,31,48.68,147,7,5,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,258.86725663716817,196.0,170.62209693119829,40.58624157897023,300.6579522834263,-,Jul
6802,98,87.91,266,3,6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,236.21698113207546,318.5,295.13817723348774,95.94394073862628,494.3324137283492,-,Mar
6147,13,7.73,104,1,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,245.70689655172413,52.5,78.22449999999999,6.7730497782224575,149.67595022177753,-,Jan
4206,85,64.7,4,10,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,243.6946564885496,4.0,3.96,3.4112000000000005,4.508799999999999,-,Oct
7677,50,78.55,83,10,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,253.4678899082569,83.0,82.21075947580982,50.53979316447863,113.88172578714102,-,Oct
4829,9,98.17,359,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,251.05050505050505,359.0,349.8504889220171,246.14856032454642,453.5524175194878,-,Apr
7975,32,98.03,273,5,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,238.61052631578949,273.0,250.6047292022636,97.33863031314095,403.8708280913862,-,May
7549,81,61.92,6,7,6,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,246.61904761904762,6.0,5.99,5.794982462327103,6.1850175376728975,-,Jul
2220,45,49.29,108,2,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,254.4742268041237,108.0,106.37212933755163,66.59923519991821,146.14502347518504,-,Feb
5514,55,90.83,439,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,239.11494252873564,425.5,431.91802731978163,406.9666945424876,456.8693600970757,Hot product,Feb
3301,89,97.82,474,4,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,249.94117647058823,349.0,417.4043274872852,247.74783818474177,587.0608167898286,Hot product,Apr
7804,35,23.82,72,8,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,247.1958762886598,72.0,75.42571046037857,42.89613668169791,107.95528423905922,-,Aug
5936,32,97.04,418,6,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,238.61052631578949,418.0,421.0296272289849,378.0459002592998,464.01335419867,Hot product,Jun
8807,66,41.95,390,4,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,248.78504672897196,390.0,384.2192340301268,298.86573347835593,469.5727345818977,-,Apr
9592,95,18.31,410,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,243.68269230769232,391.0,400.915410932687,352.63553468658733,449.19528717878666,Hot product,Jan
3394,2,78.38,179,3,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,257.39252336448595,225.0,205.68966922608476,47.885240762164074,363.49409769000545,-,Mar
8846,85,63.61,202,8,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,243.6946564885496,335.0,281.8920950237118,135.09933251444693,428.6848575329767,-,Aug
2453,19,64.44,56,7,5,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,247.2,101.75,81.11184907057373,31.63431859851368,130.58937954263376,-,Jul
5724,6,29.81,25,8,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,242.54736842105262,237.0,133.41854748409486,0.0,341.4701694766307,-,Aug
1926,72,20.23,220,1,6,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,268.20952380952383,257.3333333333333,209.82734353343264,0.0,431.3255115178634,-,Jan
2741,78,86.14,326,3,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,257.55555555555554,281.3333333333333,300.4780239485914,172.84921779863424,428.1068300985485,-,Mar
8108,70,65.07,139,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,267.3611111111111,134.0,104.32817340992342,0.0,240.95292384262422,-,Aug
8483,1,14.13,60,9,5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,235.27272727272728,60.0,59.23416782672664,37.48466901469868,80.9836666387546,-,Sep
7257,70,9.27,419,9,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,267.3611111111111,309.0,344.09793901040547,186.7097642109437,501.4861138098672,-,Sep
5014,65,41.83,6,6,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,246.1341463414634,33.5,17.35138860159448,0.0,48.318617449789734,-,Jun
8347,2,45.57,253,1,5,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,257.39252336448595,276.3333333333333,302.6455199541045,95.73524992574312,509.55578998246585,-,Jan
4826,75,26.5,398,2,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,241.16666666666666,388.0,384.40827145953915,294.20414832418305,474.61239459489525,-,Feb
6955,15,57.96,373,9,5,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,250.75531914893617,373.0,378.5711304076371,328.80372107508316,428.33853974019104,-,Sep
8163,19,76.82,368,3,6,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,247.2,248.5,226.92942827181378,13.410432225293903,440.44842431833365,-,Mar
5091,25,68.21,213,9,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,239.28571428571428,187.5,192.97896773621088,44.29402512404019,341.6639103483816,-,Sep
4954,74,23.92,95,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,239.36470588235295,144.5,117.47349336042954,56.93172824015847,178.01525848070062,-,Apr
6626,95,91.24,105,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,243.68269230769232,88.0,83.5945181186922,0.0,168.95751174266098,-,Jan
6521,16,51.6,201,3,3,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,259.5897435897436,316.6666666666667,322.41865142490724,168.4127186182325,476.424584231582,-,Mar
1416,6,97.42,199,8,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,242.54736842105262,131.0,167.4653279288541,49.4691473685055,285.4615084892027,-,Aug
5736,51,13.46,156,6,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,248.61818181818182,182.0,178.24382457453984,30.247855517465155,326.23979363161453,-,Jun
5956,27,56.63,456,10,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,249.55140186915887,419.0,436.6099545470295,387.25988558877,485.960023505289,Hot product,Oct
8820,83,5.14,390,2,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,240.14772727272728,258.1666666666667,331.8885489698533,133.44845855139238,530.3286393883142,-,Feb
5021,40,44.66,481,6,6,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,239.82203389830508,428.0,452.78412936156644,381.81658658186797,523.7516721412649,Hot product,Jun
9931,98,81.03,162,10,6,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,236.21698113207546,204.5,183.64083210217285,39.72165587743322,327.56000832691245,-,Oct
2350,64,31.6,330,7,5,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,240.1734693877551,273.6666666666667,284.8316703406341,132.47073485234486,437.1926058289233,-,Jul
4079,73,60.76,487,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,263.9051724137931,487.0,487.52,483.70448858473725,491.3355114152627,Hot product,Apr
7319,33,29.73,392,5,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,242.02727272727273,371.0,396.51813571865586,323.2549741039773,469.7812973333344,-,May
6215,36,82.43,494,8,3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,237.6036036036036,487.0,491.52,482.7788394729304,500.2611605270696,Hot product,Aug
5207,14,74.79,459,10,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,283.30337078651684,308.0,367.44664092715453,180.747161777751,554.1461200765581,-,Oct
6906,2,41.86,430,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,257.39252336448595,430.0,427.10434509134154,396.7703965909479,457.4382935917352,Hot product,Aug
1758,35,66.99,300,8,5,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,247.1958762886598,300.0,297.08587306715754,183.75593600265557,410.4158101316595,-,Aug
5531,93,90.53,304,8,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,295.7692307692308,246.0,298.49939440421105,162.61626446826673,434.3825243401553,-,Aug
3632,37,22.55,152,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,238.40697674418604,205.0,178.4355049122688,88.97427673990987,267.8967330846277,-,Feb
7349,37,37.97,452,12,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,238.40697674418604,334.3333333333333,393.1405972848751,268.29497572646835,517.9862188432819,-,Dec
3822,96,10.06,346,8,6,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,291.23853211009174,346.0,344.77914887688684,231.92184894635568,457.636448807418,-,Aug
7676,14,53.42,232,4,5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,283.30337078651684,237.5,231.16403511402743,89.32957982276122,372.99849040529364,-,Apr
3584,48,31.91,456,3,4,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,288.4157303370786,456.0,454.892954238217,436.46509424114805,473.3208142352859,Hot product,Mar
7948,35,53.11,23,3,5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,247.1958762886598,158.33333333333334,78.45985870623247,0.0,238.46053094894353,-,Mar
4988,94,82.49,102,2,6,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,258.58035714285717,185.33333333333334,139.90331883981924,4.752098927206475,275.054538752432,-,Feb
9924,97,88.54,80,3,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,229.45882352941177,47.0,42.93963636363637,0.0,97.3630811267015,-,Mar
6937,32,51.85,361,10,5,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,238.61052631578949,224.5,220.22177964373248,53.52974546700415,386.9138138204608,-,Oct
4482,79,65.31,150,4,6,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,246.81052631578947,150.0,136.8047579445657,73.13607232433185,200.47344356479954,-,Apr
6849,18,29.95,159,9,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,253.84615384615384,159.0,167.58038394544565,57.390316027828845,277.7704518630625,-,Sep
1916,74,14.99,60,10,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,239.36470588235295,88.5,75.69270496028889,24.3963152158923,126.98909470468548,-,Oct
2564,36,24.1,311,6,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,237.6036036036036,283.6666666666667,290.91194264904254,156.04703515971562,425.77685013836947,-,Jun
7717,55,78.72,257,3,6,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,239.11494252873564,257.0,261.94179830966357,96.83724596764864,427.0463506516785,-,Mar
9496,60,94.63,404,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,238.25242718446603,270.6666666666667,341.63028905742567,145.18654152961724,538.0740365852341,-,Apr
8821,12,9.07,372,10,5,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,236.44642857142858,372.0,377.44322313743965,322.3561775133269,432.5302687615524,-,Oct
4617,22,66.08,128,7,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,243.97938144329896,307.5,303.480328425966,129.21581768612697,477.744839165805,-,Jul
7032,32,86.18,387,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,238.61052631578949,224.33333333333334,280.6786963813748,86.99319126804517,474.3642014947044,-,Jun
2598,24,72.35,435,4,5,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,273.70212765957444,435.0,434.76882759657946,408.2152171977102,461.3224379954487,Hot product,Apr
4864,11,56.2,12,10,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,262.46153846153845,237.0,139.76118873089382,0.0,410.05440681780914,-,Oct
2346,11,79.68,437,5,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,262.46153846153845,231.5,345.87744410093546,115.62352227945718,576.1313659224138,-,May
6364,7,44.08,300,12,6,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,232.60204081632654,198.0,234.9965393613544,64.34258752430065,405.65049119840813,-,Dec
3880,57,10.09,19,2,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,243.74157303370785,105.5,54.25082995519762,0.0,142.8056800076892,-,Feb
4693,53,19.02,5,6,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,219.70652173913044,45.333333333333336,48.09743759101808,21.428354646669924,74.76652053536623,-,Jun
5733,82,26.41,339,5,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,237.4878048780488,339.0,335.1329681436606,223.64676728311278,446.6191690042084,-,May
9009,21,77.57,242,12,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,232.1860465116279,180.5,215.10573320128515,77.0256428211654,353.18582358140486,-,Dec
2467,30,40.39,319,10,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,261.0989010989011,319.0,318.2251430122861,234.15126392502788,402.2990220995443,-,Oct
6484,57,84.24,274,4,5,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,243.74157303370785,274.0,270.0789684195165,138.22498372867753,401.93295311035547,-,Apr
4685,88,68.69,310,3,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,252.91071428571428,310.0,292.3497814920417,160.45648425674656,424.24307872733687,-,Mar
1444,43,57.84,101,4,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,218.46218487394958,101.0,93.2232525023972,37.498506245640385,148.94799875915402,-,Apr
1854,46,15.63,260,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,238.38372093023256,247.0,253.1993754895363,85.83817651003625,420.56057446903634,-,Dec
4747,6,69.57,3,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,242.54736842105262,252.0,157.31771936031458,0.0,440.3149448178518,-,Jun
7159,5,48.32,37,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,231.74257425742573,37.0,40.14844424515624,18.08672973687079,62.21015875344169,-,May
5543,83,41.21,270,8,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,240.14772727272728,247.2,254.4976924833366,121.59462711193652,387.4007578547367,-,Aug
5604,84,76.74,339,3,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,266.5595238095238,339.0,326.17385422291477,157.1981567925033,495.1495516533262,-,Mar
3797,40,47.18,464,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,239.82203389830508,464.0,463.5118465832322,453.31786895330174,473.7058242131627,Hot product,Mar
2619,56,63.01,202,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,244.65765765765767,344.5,361.7403361639036,237.98222834323605,485.4984439845711,-,Mar
